,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
96401,markani01,2012,1,BAL,AL,104,420,59,125,28,3,13,54.0,1.0,1.0,42,51.0,3.0,4.0,0.0,5.0,11.0
96413,martijd02,2012,1,HOU,NL,113,395,34,95,14,3,11,55.0,0.0,2.0,40,96.0,0.0,1.0,0.0,2.0,18.0
96418,martiru01,2012,1,NYA,AL,133,422,50,89,18,0,21,53.0,6.0,1.0,53,95.0,0.0,8.0,2.0,0.0,13.0
96421,mathejo02,2012,1,CHN,NL,103,225,18,47,11,0,5,19.0,5.0,2.0,14,46.0,1.0,1.0,1.0,2.0,4.0
96428,mauerjo01,2012,1,MIN,AL,147,545,81,174,31,4,10,85.0,8.0,4.0,90,88.0,10.0,2.0,1.0,3.0,23.0
96429,maxweju01,2012,1,HOU,NL,124,315,46,72,13,3,18,53.0,9.0,4.0,32,114.0,0.0,3.0,0.0,2.0,6.0
96430,maybejo02,2012,1,PHI,NL,149,441,53,108,24,0,14,46.0,1.0,0.0,34,111.0,2.0,2.0,0.0,2.0,17.0
96431,maybica01,2012,1,SDN,NL,147,507,67,123,20,5,8,45.0,26.0,7.0,44,110.0,1.0,4.0,3.0,3.0,12.0
96436,mccanbr01,2012,1,ATL,NL,121,439,44,101,14,0,20,67.0,3.0,0.0,44,76.0,7.0,1.0,0.0,3.0,15.0
96441,mccutan01,2012,1,PIT,NL,157,593,107,194,29,6,31,96.0,20.0,12.0,70,132.0,13.0,5.0,0.0,5.0,9.0
96448,mcgehca01,2012,1,PIT,NL,92,265,27,61,13,1,8,35.0,1.0,1.0,24,60.0,0.0,2.0,0.0,2.0,7.0
96451,mckenmi01,2012,1,PIT,NL,88,240,25,56,14,0,12,39.0,0.0,0.0,29,73.0,1.0,3.0,0.0,3.0,7.0
96476,molinjo01,2012,1,TBA,AL,102,251,27,56,9,0,8,32.0,3.0,1.0,20,60.0,0.0,2.0,1.0,0.0,9.0
96477,molinya01,2012,1,SLN,NL,138,505,65,159,28,0,22,76.0,12.0,3.0,45,55.0,4.0,5.0,3.0,5.0,10.0
96478,monteje01,2012,1,SEA,AL,135,515,46,134,20,0,15,62.0,0.0,2.0,29,99.0,4.0,2.0,0.0,7.0,15.0
96479,montemi01,2012,1,ARI,NL,141,486,65,139,25,2,15,88.0,0.0,0.0,73,130.0,6.0,12.0,0.0,2.0,15.0
96485,moralke01,2012,1,LAA,AL,134,484,61,132,26,1,22,73.0,0.0,1.0,31,116.0,1.0,4.0,0.0,3.0,11.0
96487,morelmi01,2012,1,TEX,AL,114,327,41,90,18,0,15,50.0,1.0,1.0,23,71.0,5.0,1.0,2.0,4.0,8.0
96488,morgany01,2012,1,MIL,NL,122,289,44,69,5,3,3,16.0,12.0,5.0,20,63.0,0.0,6.0,7.0,0.0,4.0
96489,morneju01,2012,1,MIN,AL,134,505,63,135,26,2,19,77.0,1.0,0.0,49,102.0,8.0,6.0,0.0,10.0,19.0
96491,morrilo01,2012,1,MIA,NL,93,296,30,68,15,1,11,36.0,1.0,0.0,31,58.0,2.0,4.0,0.0,3.0,9.0
96493,morsemi01,2012,1,WAS,NL,102,406,53,118,17,1,18,62.0,0.0,1.0,16,97.0,0.0,4.0,0.0,4.0,14.0
96498,mossbr01,2012,1,OAK,AL,84,265,48,77,18,0,21,52.0,1.0,1.0,26,90.0,2.0,3.0,0.0,2.0,5.0
96501,moustmi01,2012,1,KCA,AL,149,563,69,136,34,1,20,73.0,5.0,2.0,39,124.0,4.0,7.0,0.0,5.0,4.0
96506,murphda07,2012,1,TEX,AL,147,457,65,139,29,3,15,61.0,10.0,5.0,54,74.0,7.0,4.0,0.0,4.0,7.0
96507,murphda08,2012,1,NYN,NL,156,571,62,166,40,3,6,65.0,10.0,2.0,36,82.0,5.0,1.0,0.0,4.0,12.0
96513,napolmi01,2012,1,TEX,AL,108,352,53,80,9,2,24,56.0,1.0,0.0,56,125.0,5.0,7.0,0.0,2.0,9.0
96516,navada01,2012,1,BOS,AL,88,267,38,65,21,0,6,33.0,3.0,0.0,37,63.0,1.0,9.0,2.0,2.0,5.0
96521,nelsoch01,2012,1,COL,NL,111,345,45,104,21,3,9,53.0,2.0,1.0,27,84.0,4.0,1.0,2.0,2.0,9.0
96527,nieuwki01,2012,1,NYN,NL,91,282,40,71,12,1,7,28.0,4.0,4.0,25,98.0,0.0,2.0,3.0,2.0,2.0
96548,olivomi01,2012,1,SEA,AL,87,315,27,70,14,0,12,29.0,3.0,6.0,7,85.0,0.0,0.0,1.0,0.0,8.0
96557,ortizda01,2012,1,BOS,AL,90,324,65,103,26,0,23,60.0,0.0,1.0,56,51.0,13.0,0.0,0.0,3.0,6.0
96565,pachejo01,2012,1,COL,NL,132,475,51,147,32,3,5,54.0,7.0,2.0,22,61.0,2.0,3.0,1.0,4.0,13.0
96567,paganan01,2012,1,SFN,NL,154,605,95,174,38,15,8,56.0,29.0,7.0,48,97.0,5.0,0.0,2.0,4.0,6.0
96575,parrage01,2012,1,ARI,NL,133,385,58,105,21,2,7,36.0,15.0,9.0,33,77.0,4.0,4.0,6.0,2.0,4.0
96591,pedrodu01,2012,1,BOS,AL,141,563,81,163,39,3,15,65.0,20.0,6.0,48,60.0,3.0,5.0,1.0,6.0,9.0
96596,penaca01,2012,1,TBA,AL,160,497,72,98,17,2,19,61.0,2.0,3.0,87,182.0,2.0,13.0,0.0,3.0,10.0
96598,pencehu01,2012,1,PHI,NL,101,398,59,108,15,2,17,59.0,4.0,2.0,37,85.0,1.0,3.0,0.0,2.0,13.0
96600,pennicl01,2012,1,OAK,AL,125,418,50,90,18,2,6,28.0,15.0,6.0,35,90.0,0.0,2.0,5.0,2.0,1.0
96602,peraljh01,2012,1,DET,AL,150,531,58,127,32,3,13,63.0,1.0,2.0,49,105.0,3.0,2.0,1.0,2.0,20.0
96618,peterbr01,2012,1,MIA,NL,84,241,29,47,9,3,0,17.0,8.0,2.0,25,58.0,0.0,1.0,5.0,1.0,3.0
96623,phillbr01,2012,1,CIN,NL,147,580,86,163,30,1,18,77.0,15.0,2.0,28,79.0,2.0,8.0,3.0,4.0,19.0
96626,pierrju01,2012,1,PHI,NL,130,394,59,121,10,6,1,25.0,37.0,7.0,23,27.0,0.0,4.0,17.0,1.0,4.0
96627,pierzaj01,2012,1,CHA,AL,135,479,68,133,18,4,27,77.0,0.0,0.0,28,78.0,5.0,8.0,1.0,4.0,8.0
96630,plouftr01,2012,1,MIN,AL,119,422,56,99,19,1,24,55.0,1.0,3.0,37,92.0,0.0,4.0,0.0,2.0,9.0
96632,polanpl01,2012,1,PHI,NL,90,303,28,78,15,0,2,19.0,0.0,0.0,18,25.0,1.0,2.0,4.0,1.0,7.0
96637,poseybu01,2012,1,SFN,NL,148,530,78,178,39,1,24,103.0,1.0,1.0,69,96.0,7.0,2.0,0.0,9.0,19.0
96638,pradoma01,2012,1,ATL,NL,156,617,81,186,42,6,10,70.0,17.0,4.0,58,69.0,2.0,2.0,4.0,9.0,19.0
96639,preslal01,2012,1,PIT,NL,104,346,46,82,14,7,10,25.0,9.0,7.0,18,72.0,0.0,2.0,4.0,0.0,5.0
96644,pujolal01,2012,1,LAA,AL,154,607,85,173,50,0,30,105.0,8.0,1.0,52,76.0,16.0,5.0,0.0,6.0,19.0
96653,quentca01,2012,1,SDN,NL,86,284,44,74,21,0,16,46.0,0.0,1.0,36,41.0,2.0,17.0,0.0,3.0,6.0
96661,ramiral03,2012,1,CHA,AL,158,593,59,157,24,4,9,73.0,20.0,7.0,16,77.0,2.0,4.0,4.0,4.0,15.0
96662,ramirar01,2012,1,MIL,NL,149,570,92,171,50,3,27,105.0,9.0,2.0,44,82.0,3.0,12.0,0.0,4.0,14.0
96665,ramirha01,2012,1,MIA,NL,93,353,49,87,18,2,14,48.0,14.0,4.0,37,72.0,1.0,3.0,0.0,2.0,11.0
96675,rasmuco01,2012,1,TOR,AL,151,565,75,126,21,5,23,75.0,4.0,3.0,47,149.0,5.0,7.0,2.0,4.0,7.0
96679,reddijo01,2012,1,OAK,AL,156,611,85,148,29,5,32,85.0,11.0,1.0,55,151.0,8.0,2.0,1.0,4.0,15.0
96685,reverbe01,2012,1,MIN,AL,124,511,70,150,13,6,0,32.0,40.0,9.0,29,54.0,0.0,3.0,6.0,4.0,8.0
96686,reyesjo01,2012,1,MIA,NL,160,642,86,184,37,12,11,57.0,40.0,11.0,63,56.0,9.0,0.0,5.0,6.0,10.0
96687,reynoma01,2012,1,BAL,AL,135,457,65,101,26,0,23,69.0,1.0,3.0,73,159.0,2.0,6.0,0.0,2.0,19.0
96693,riosal01,2012,1,CHA,AL,157,605,93,184,37,8,25,91.0,23.0,6.0,26,92.0,3.0,4.0,0.0,5.0,18.0
96694,riverju01,2012,1,LAN,NL,109,312,30,76,14,0,9,47.0,1.0,3.0,18,35.0,1.0,3.0,0.0,6.0,15.0
96696,rizzoan01,2012,1,CHN,NL,87,337,44,96,15,0,15,48.0,3.0,2.0,27,62.0,1.0,3.0,0.0,1.0,7.0
96699,roberry01,2012,1,ARI,NL,83,252,28,63,9,0,6,34.0,6.0,3.0,22,45.0,1.0,0.0,2.0,4.0,10.0
96703,robinsh01,2012,1,SLN,NL,102,166,20,42,8,0,3,16.0,1.0,0.0,14,32.0,2.0,0.0,0.0,1.0,5.0
96706,rodrial01,2012,1,NYA,AL,122,463,74,126,17,1,18,57.0,13.0,1.0,51,116.0,3.0,10.0,0.0,5.0,13.0
96713,rodrise01,2012,1,TBA,AL,112,301,36,64,14,1,6,32.0,5.0,0.0,27,75.0,1.0,3.0,8.0,3.0,7.0
96721,rolensc01,2012,1,CIN,NL,92,294,26,72,17,2,8,39.0,2.0,1.0,30,62.0,0.0,3.0,0.0,3.0,5.0
96722,rolliji01,2012,1,PHI,NL,156,632,102,158,33,5,23,68.0,30.0,5.0,62,96.0,2.0,0.0,2.0,3.0,9.0
96730,rosarwi01,2012,1,COL,NL,117,396,67,107,19,0,28,71.0,4.0,5.0,25,99.0,2.0,1.0,0.0,4.0,10.0
96733,rossco01,2012,1,BOS,AL,130,476,70,127,34,1,22,81.0,2.0,3.0,42,129.0,3.0,3.0,1.0,6.0,11.0
96740,ruggiju01,2012,1,MIA,NL,91,288,38,90,23,1,13,36.0,14.0,8.0,29,84.0,0.0,0.0,1.0,1.0,6.0
96741,ruizca01,2012,1,PHI,NL,114,372,56,121,32,0,16,68.0,4.0,0.0,29,50.0,6.0,16.0,0.0,4.0,6.0
96746,ryanbr01,2012,1,SEA,AL,141,407,42,79,19,3,3,31.0,11.0,5.0,44,98.0,0.0,5.0,8.0,6.0,4.0
96752,saltaja01,2012,1,BOS,AL,121,405,55,90,17,1,25,59.0,0.0,1.0,38,139.0,0.0,1.0,0.0,4.0,5.0
96763,sandopa01,2012,1,SFN,NL,108,396,59,112,25,2,12,63.0,1.0,1.0,38,59.0,4.0,1.0,0.0,7.0,13.0
96765,santaca01,2012,1,CLE,AL,143,507,72,128,27,2,18,76.0,3.0,5.0,91,101.0,4.0,3.0,0.0,8.0,21.0
96769,santira01,2012,1,DET,AL,93,228,19,47,7,1,2,17.0,1.0,0.0,20,39.0,1.0,5.0,5.0,1.0,7.0
96776,saundmi01,2012,1,SEA,AL,139,507,71,125,31,3,19,57.0,21.0,4.0,43,132.0,0.0,1.0,1.0,1.0,6.0
96779,schafjo02,2012,1,HOU,NL,106,313,40,66,10,2,4,23.0,27.0,9.0,36,106.0,3.0,3.0,6.0,1.0,3.0
96788,schumsk01,2012,1,SLN,NL,107,272,37,75,14,4,1,28.0,1.0,1.0,27,50.0,2.0,0.0,3.0,2.0,6.0
96791,scottlu01,2012,1,TBA,AL,96,314,35,72,22,1,14,55.0,5.0,0.0,21,80.0,3.0,5.0,0.0,4.0,9.0
96793,scutama01,2012,1,COL,NL,95,377,47,102,16,3,4,30.0,7.0,3.0,27,35.0,0.0,4.0,4.0,3.0,5.0
96795,seageky01,2012,1,SEA,AL,155,594,62,154,35,1,20,86.0,13.0,5.0,46,110.0,1.0,5.0,2.0,4.0,9.0
96814,smithse01,2012,1,OAK,AL,125,383,55,92,23,2,14,52.0,2.0,2.0,50,98.0,7.0,5.0,0.0,3.0,4.0
96816,smoakju01,2012,1,SEA,AL,132,483,49,105,14,0,19,51.0,1.0,0.0,49,111.0,2.0,1.0,0.0,2.0,12.0
96825,solando01,2012,1,MIA,NL,93,285,29,84,11,3,2,28.0,7.0,0.0,21,58.0,1.0,2.0,3.0,5.0,5.0
96828,soriaal01,2012,1,CHN,NL,151,561,68,147,33,2,32,108.0,6.0,2.0,44,153.0,5.0,7.0,0.0,3.0,18.0
96832,spande01,2012,1,MIN,AL,128,516,71,146,38,4,4,41.0,17.0,6.0,47,62.0,0.0,0.0,4.0,1.0,10.0
96836,stantmi03,2012,1,MIA,NL,123,449,75,130,30,1,37,86.0,6.0,2.0,46,143.0,9.0,5.0,0.0,1.0,5.0
96849,stubbdr01,2012,1,CIN,NL,136,493,75,105,13,2,14,40.0,30.0,7.0,42,166.0,0.0,2.0,6.0,1.0,2.0
96856,suzukic01,2012,1,SEA,AL,95,402,49,105,15,5,4,28.0,15.0,2.0,17,40.0,4.0,0.0,0.0,4.0,10.0
96862,swishni01,2012,1,NYA,AL,148,537,75,146,36,0,24,93.0,2.0,3.0,77,141.0,2.0,4.0,1.0,5.0,9.0
96863,tabatjo01,2012,1,PIT,NL,103,333,43,81,20,3,3,16.0,8.0,12.0,29,58.0,0.0,6.0,6.0,0.0,7.0
96873,teixema01,2012,1,NYA,AL,123,451,66,113,27,1,24,84.0,2.0,1.0,54,83.0,1.0,7.0,0.0,12.0,11.0
96874,tejadru01,2012,1,NYN,NL,114,464,53,134,26,0,1,25.0,4.0,4.0,27,73.0,0.0,5.0,3.0,2.0,9.0
96880,theriry01,2012,1,SFN,NL,104,352,45,95,16,1,0,28.0,13.0,5.0,24,47.0,1.0,1.0,4.0,3.0,12.0
96881,tholejo01,2012,1,NYN,NL,104,321,24,75,15,0,1,21.0,0.0,0.0,27,50.0,6.0,1.0,4.0,1.0,12.0
96897,torrean02,2012,1,NYN,NL,132,374,47,86,17,7,3,35.0,13.0,5.0,52,90.0,2.0,3.0,1.0,2.0,9.0
96905,troutmi01,2012,1,LAA,AL,139,559,129,182,27,8,30,83.0,49.0,5.0,67,139.0,4.0,6.0,0.0,7.0,7.0
96906,trumbma01,2012,1,LAA,AL,144,544,66,146,19,3,32,95.0,4.0,5.0,36,153.0,3.0,4.0,0.0,2.0,12.0
96910,turneju01,2012,1,NYN,NL,94,171,20,46,13,1,2,19.0,1.0,1.0,9,24.0,0.0,4.0,0.0,1.0,9.0
96912,ugglada01,2012,1,ATL,NL,154,523,86,115,29,0,19,78.0,4.0,3.0,94,168.0,5.0,10.0,0.0,3.0,8.0
96913,uptonbj01,2012,1,TBA,AL,146,573,79,141,29,3,28,78.0,31.0,6.0,45,169.0,0.0,1.0,4.0,8.0,13.0
96914,uptonju01,2012,1,ARI,NL,150,554,107,155,24,4,17,67.0,18.0,8.0,63,121.0,5.0,5.0,0.0,6.0,7.0
96916,utleych01,2012,1,PHI,NL,83,301,48,77,15,2,11,45.0,11.0,1.0,43,43.0,7.0,12.0,0.0,6.0,4.0
96917,valbulu01,2012,1,CHN,NL,90,265,26,58,20,0,4,28.0,0.0,2.0,36,55.0,1.0,0.0,0.0,2.0,6.0
96919,valdejo02,2012,1,NYN,NL,94,191,28,46,9,1,8,26.0,10.0,3.0,10,44.0,0.0,2.0,3.0,0.0,2.0
96934,venabwi01,2012,1,SDN,NL,148,417,62,110,26,8,9,45.0,24.0,6.0,41,94.0,2.0,5.0,5.0,2.0,2.0
96939,vicieda01,2012,1,CHA,AL,147,505,64,129,18,1,25,78.0,0.0,2.0,28,120.0,0.0,6.0,0.0,4.0,18.0
96940,victosh01,2012,1,PHI,NL,101,387,46,101,17,5,9,40.0,24.0,4.0,35,49.0,1.0,2.0,5.0,2.0,4.0
96952,vottojo01,2012,1,CIN,NL,111,374,59,126,44,0,14,56.0,5.0,3.0,94,85.0,18.0,5.0,0.0,2.0,8.0
96957,walkene01,2012,1,PIT,NL,129,472,62,132,27,0,14,69.0,7.0,5.0,47,104.0,1.0,2.0,1.0,8.0,11.0
96967,weeksje01,2012,1,OAK,AL,118,444,54,98,15,8,2,20.0,16.0,5.0,50,70.0,0.0,5.0,9.0,3.0,5.0
96968,weeksri01,2012,1,MIL,NL,157,588,85,135,29,4,21,63.0,16.0,3.0,74,169.0,2.0,13.0,0.0,2.0,9.0
96970,wellsca01,2012,1,SEA,AL,93,285,42,65,12,3,10,36.0,3.0,0.0,26,80.0,0.0,4.0,1.0,0.0,3.0
96975,werthja01,2012,1,WAS,NL,81,300,42,90,21,3,5,31.0,8.0,2.0,42,57.0,2.0,1.0,0.0,1.0,3.0
96982,wietema01,2012,1,BAL,AL,144,526,67,131,27,1,23,83.0,3.0,0.0,60,112.0,4.0,4.0,0.0,3.0,17.0
96983,wiggity01,2012,1,PHI,NL,125,315,40,74,11,0,11,43.0,1.0,0.0,37,81.0,2.0,2.0,0.0,6.0,5.0
96987,willijo03,2012,1,MIN,AL,145,519,85,135,30,1,35,110.0,3.0,2.0,76,141.0,4.0,14.0,0.0,6.0,15.0
97001,wrighda03,2012,1,NYN,NL,156,581,91,178,41,2,21,93.0,15.0,10.0,81,112.0,16.0,3.0,0.0,5.0,15.0
97005,youklke01,2012,2,CHA,AL,80,292,47,69,8,1,15,46.0,0.0,0.0,37,69.0,2.0,13.0,0.0,2.0,6.0
97007,youngch04,2012,1,ARI,NL,101,325,36,75,24,0,14,41.0,8.0,3.0,36,79.0,0.0,2.0,0.0,0.0,4.0
97008,youngde03,2012,1,DET,AL,151,574,54,153,27,1,18,74.0,0.0,2.0,20,112.0,1.0,7.0,0.0,7.0,20.0
97009,younger03,2012,1,COL,NL,98,174,36,55,7,2,4,15.0,14.0,2.0,13,31.0,0.0,4.0,5.0,0.0,1.0
97011,youngmi02,2012,1,TEX,AL,156,611,79,169,27,3,8,67.0,2.0,2.0,33,70.0,3.0,1.0,0.0,6.0,26.0
97016,zimmery01,2012,1,WAS,NL,145,578,93,163,36,1,25,95.0,5.0,2.0,57,116.0,8.0,2.0,0.0,4.0,20.0
97018,zobribe01,2012,1,TBA,AL,157,560,88,151,39,7,20,74.0,14.0,9.0,97,103.0,7.0,3.0,2.0,6.0,13.0
97023,ackledu01,2013,1,SEA,AL,113,384,40,97,18,2,4,31.0,2.0,3.0,37,72.0,1.0,1.0,4.0,1.0,6.0
97025,adamsma01,2013,1,SLN,NL,108,296,46,84,14,0,17,51.0,0.0,1.0,23,80.0,0.0,0.0,0.0,0.0,9.0
97036,alonsyo01,2013,1,SDN,NL,97,334,34,94,11,0,6,45.0,6.0,0.0,32,47.0,5.0,2.0,0.0,7.0,9.0
97037,altuvjo01,2013,1,HOU,AL,152,626,64,177,31,2,5,52.0,35.0,13.0,32,85.0,5.0,2.0,4.0,8.0,24.0
97040,alvarpe01,2013,1,PIT,NL,152,558,70,130,22,2,36,100.0,2.0,0.0,48,186.0,7.0,4.0,0.0,4.0,16.0
97041,amarial01,2013,1,SDN,NL,146,368,35,87,14,4,5,32.0,4.0,2.0,22,57.0,1.0,2.0,3.0,1.0,7.0
97047,andruel01,2013,1,TEX,AL,156,620,91,168,17,4,4,67.0,42.0,8.0,52,97.0,1.0,4.0,16.0,6.0,19.0
97050,aokino01,2013,1,MIL,NL,155,597,80,171,20,3,8,37.0,20.0,12.0,55,40.0,1.0,11.0,8.0,3.0,9.0
97052,arciaos01,2013,1,MIN,AL,97,351,34,88,17,2,14,43.0,1.0,2.0,23,117.0,0.0,4.0,0.0,0.0,4.0
97053,arenano01,2013,1,COL,NL,133,486,49,130,29,4,10,52.0,2.0,0.0,23,72.0,1.0,1.0,2.0,2.0,16.0
97054,arencjp01,2013,1,TOR,AL,138,474,45,92,18,0,21,55.0,0.0,2.0,18,148.0,0.0,3.0,0.0,2.0,8.0
97055,ariasjo01,2013,1,SFN,NL,102,225,17,61,9,2,1,19.0,1.0,0.0,4,33.0,1.0,1.0,4.0,2.0,4.0
97062,avilaal01,2013,1,DET,AL,102,330,39,75,14,1,11,47.0,0.0,0.0,44,112.0,0.0,1.0,1.0,3.0,10.0
97064,avilemi01,2013,1,CLE,AL,124,361,54,91,15,0,9,46.0,8.0,5.0,15,41.0,0.0,3.0,7.0,8.0,11.0
97070,aybarer01,2013,1,LAA,AL,138,550,68,149,33,5,6,54.0,12.0,7.0,23,59.0,1.0,3.0,8.0,5.0,14.0
97080,barmecl01,2013,1,PIT,NL,108,304,22,64,15,0,5,23.0,0.0,0.0,14,70.0,3.0,2.0,9.0,1.0,5.0
97081,barnebr02,2013,1,HOU,AL,136,408,46,98,17,1,8,41.0,11.0,11.0,21,127.0,0.0,8.0,6.0,2.0,5.0
97082,barneda01,2013,1,CHN,NL,141,501,49,104,25,1,7,41.0,4.0,2.0,36,64.0,5.0,6.0,4.0,6.0,22.0
97088,bautijo02,2013,1,TOR,AL,118,452,82,117,24,0,28,73.0,7.0,2.0,69,84.0,2.0,3.0,0.0,4.0,13.0
97095,beckhgo01,2013,1,CHA,AL,103,371,46,99,22,1,5,24.0,5.0,1.0,28,56.0,2.0,4.0,1.0,4.0,10.0
97104,beltbr01,2013,1,SFN,NL,150,509,76,147,39,4,17,67.0,5.0,2.0,52,125.0,4.0,6.0,1.0,3.0,4.0
97105,beltrad01,2013,1,TEX,AL,161,631,88,199,32,0,30,92.0,1.0,0.0,50,78.0,12.0,7.0,0.0,2.0,17.0
97106,beltrca01,2013,1,SLN,NL,145,554,79,164,30,3,24,84.0,2.0,1.0,38,90.0,1.0,1.0,1.0,6.0,12.0
97110,bernaro01,2013,1,WAS,NL,85,152,18,27,6,1,2,6.0,3.0,0.0,12,44.0,1.0,2.0,1.0,0.0,4.0
97116,betanyu01,2013,1,MIL,NL,137,391,35,83,15,1,13,46.0,0.0,0.0,14,71.0,3.0,1.0,0.0,3.0,9.0
97120,biancje01,2013,1,MIL,NL,100,236,22,56,8,1,1,25.0,4.0,4.0,11,46.0,0.0,1.0,2.0,2.0,4.0
97122,blackch02,2013,1,COL,NL,82,246,35,76,17,2,6,22.0,7.0,0.0,7,49.0,0.0,3.0,2.0,0.0,1.0
97127,blancgr01,2013,1,SFN,NL,141,452,50,120,17,6,3,41.0,14.0,9.0,52,95.0,4.0,1.0,3.0,3.0,10.0
97130,blankky01,2013,1,SDN,NL,88,280,31,68,14,0,8,35.0,1.0,1.0,21,85.0,1.0,5.0,0.0,2.0,2.0
97143,bonifem01,2013,1,TOR,AL,94,262,33,57,16,1,3,20.0,12.0,6.0,13,66.0,0.0,2.0,3.0,2.0,3.0
97152,bournmi01,2013,1,CLE,AL,130,525,75,138,21,6,6,50.0,23.0,12.0,40,132.0,0.0,2.0,5.0,3.0,2.0
97157,brantmi02,2013,1,CLE,AL,151,556,66,158,26,3,10,73.0,17.0,4.0,40,67.0,1.0,4.0,3.0,8.0,11.0
97170,browndo01,2013,1,PHI,NL,139,496,65,135,21,4,27,83.0,8.0,3.0,39,97.0,5.0,1.0,0.0,4.0,5.0
97173,bruceja01,2013,1,CIN,NL,160,626,89,164,43,1,30,109.0,7.0,3.0,63,185.0,13.0,2.0,0.0,5.0,9.0
97175,buckjo01,2013,1,NYN,NL,101,368,38,79,11,0,15,60.0,2.0,1.0,29,99.0,4.0,8.0,0.0,2.0,12.0
97193,butlebi03,2013,1,KCA,AL,162,582,62,168,27,0,15,82.0,0.0,0.0,79,102.0,11.0,3.0,0.0,4.0,28.0
97197,byrdma01,2013,1,NYN,NL,117,425,61,121,26,5,21,71.0,2.0,4.0,25,124.0,2.0,7.0,1.0,6.0,6.0
97201,cabreas01,2013,1,CLE,AL,136,508,66,123,35,2,14,64.0,9.0,3.0,35,114.0,1.0,8.0,6.0,5.0,10.0
97202,cabreev01,2013,1,SDN,NL,95,381,54,108,15,5,4,31.0,37.0,12.0,41,69.0,0.0,2.0,10.0,1.0,1.0
97203,cabreme01,2013,1,TOR,AL,88,344,39,96,15,2,3,30.0,2.0,2.0,23,47.0,0.0,0.0,2.0,3.0,7.0
97204,cabremi01,2013,1,DET,AL,148,555,103,193,26,1,44,137.0,3.0,0.0,90,94.0,19.0,5.0,0.0,2.0,19.0
97206,cainlo01,2013,1,KCA,AL,115,399,54,100,21,3,4,46.0,14.0,6.0,33,90.0,2.0,4.0,0.0,6.0,10.0
97209,callaal01,2013,1,LAA,AL,86,294,32,74,13,0,5,36.0,0.0,2.0,34,22.0,2.0,0.0,3.0,5.0,8.0
97214,canoro01,2013,1,NYA,AL,160,605,81,190,41,0,27,107.0,7.0,1.0,65,85.0,16.0,6.0,0.0,5.0,18.0
97220,carpema01,2013,1,SLN,NL,157,626,126,199,55,7,11,78.0,3.0,3.0,72,98.0,1.0,9.0,3.0,7.0,4.0
97221,carpmi01,2013,1,BOS,AL,86,216,34,64,18,2,9,43.0,1.0,0.0,22,67.0,0.0,2.0,0.0,3.0,3.0
97229,cartech02,2013,1,HOU,AL,148,506,64,113,24,2,29,82.0,2.0,0.0,70,212.0,1.0,4.0,0.0,5.0,8.0
97234,castiwe01,2013,1,CHN,NL,113,380,41,104,23,0,8,32.0,2.0,0.0,34,97.0,3.0,11.0,1.0,2.0,13.0
97235,castrja01,2013,1,HOU,AL,120,435,63,120,35,1,18,56.0,2.0,1.0,50,130.0,3.0,2.0,0.0,4.0,4.0
97237,castrst01,2013,1,CHN,NL,161,666,59,163,34,2,10,44.0,9.0,6.0,30,129.0,0.0,7.0,1.0,1.0,21.0
97245,cespeyo01,2013,1,OAK,AL,135,529,74,127,21,4,26,80.0,7.0,7.0,37,137.0,5.0,5.0,0.0,3.0,8.0
97252,chaveen01,2013,1,SEA,AL,97,266,22,71,10,0,2,14.0,1.0,3.0,9,31.0,1.0,0.0,3.0,1.0,9.0
97253,chaveer01,2013,1,ARI,NL,80,228,28,64,14,2,9,44.0,1.0,0.0,19,45.0,4.0,1.0,0.0,5.0,7.0
97258,chiselo01,2013,1,CLE,AL,94,289,30,65,17,0,11,36.0,1.0,0.0,16,56.0,0.0,2.0,1.0,0.0,8.0
97261,choosh01,2013,1,CIN,NL,154,569,107,162,34,2,21,54.0,20.0,11.0,112,133.0,5.0,26.0,3.0,2.0,3.0
97290,congeha01,2013,1,LAA,AL,92,233,23,58,13,1,7,21.0,0.0,1.0,17,61.0,2.0,4.0,0.0,1.0,6.0
97303,cozarza01,2013,1,CIN,NL,151,567,74,144,30,3,12,63.0,0.0,0.0,26,102.0,2.0,2.0,13.0,10.0,18.0
97304,craigal01,2013,1,SLN,NL,134,508,71,160,29,2,13,97.0,2.0,0.0,40,100.0,2.0,10.0,0.0,5.0,12.0
97306,crawfbr01,2013,1,SFN,NL,149,499,52,124,24,3,9,43.0,1.0,2.0,42,96.0,6.0,5.0,1.0,3.0,10.0
97307,crawfca02,2013,1,LAN,NL,116,435,62,123,30,3,6,31.0,15.0,4.0,28,66.0,2.0,3.0,0.0,2.0,4.0
97308,crispco01,2013,1,OAK,AL,131,513,93,134,22,3,22,66.0,21.0,5.0,61,65.0,3.0,0.0,2.0,8.0,7.0
97313,cruzne02,2013,1,TEX,AL,109,413,49,110,18,0,27,76.0,5.0,1.0,35,109.0,2.0,4.0,0.0,4.0,14.0
97316,cuddymi01,2013,1,COL,NL,130,489,74,162,31,3,20,84.0,10.0,3.0,46,100.0,5.0,2.0,0.0,3.0,13.0
97328,davisch02,2013,1,BAL,AL,160,584,103,167,42,1,53,138.0,4.0,1.0,72,199.0,12.0,10.0,0.0,7.0,4.0
